Domain Code,Domain,Area Code (M49),Country,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","854","Burkina Faso","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","3991706","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","4270096","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","4394744","E","Estimated value"
"QV","Value of Agricultural Production","854","Burkina Faso","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","4436571","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1406593","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","1765800","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","1882707","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","1659744","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","1607131","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","1727662","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","1802662","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","1797982","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1610421","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","2188968","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","1781834","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","2184081","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","2370317","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","2968264","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","2388248","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","2398786","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","2284721","E","Estimated value"
"QV","Value of Agricultural Production","108","Burundi","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","2336358","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","216766","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","219718","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","233597","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","270538","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","254620","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","260671","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","231031","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","270874","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","287163","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","292447","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","275318","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","217396","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","212641","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","194037","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","174634","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","165934","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","171002","E","Estimated value"
"QV","Value of Agricultural Production","132","Cabo Verde","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","175104","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","1626497","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","2217282","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","2964901","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","3667548","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","5006323","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","4588384","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","5524847","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","7186004","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","8212490","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","9707897","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","12759084","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","9328328","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","9728532","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","10171993","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","10773125","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","10541832","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","11478098","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","13821499","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","3273638","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","3950836","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","4615368","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","5948252","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","7521645","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","7502350","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","8550651","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","9167506","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","9209784","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","10305643","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","11283759","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","8731359","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","9243607","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","9576317","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","11095282","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","10316076","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","10902346","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","12039803","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","23621630","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","24143378","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","25700190","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","30877321","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","41496977","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","34393691","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","36497690","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","44479603","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","47427705","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","53408209","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","45065679","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","42073099","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","42666462","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","44559505","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","46458975","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","44991330","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","46876106","E","Estimated value"
"QV","Value of Agricultural Production","124","Canada","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","50835955","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1106347","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","875695","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","1033066","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","757795","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","1038576","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","1131240","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","1286045","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","1142287","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","979294","E","Estimated value"
"QV","Value of Agricultural Production","140","Central African Republic","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","1034263","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","3458581","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","4421190","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","4339069","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","5647588","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","5180761","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","6392083","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","5969883","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","6315780","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","3787824","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","4397475","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","4213781","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","4582957","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","4274241","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","4320902","E","Estimated value"
"QV","Value of Agricultural Production","148","Chad","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","4512516","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","4875117","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","5776264","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","6459423","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","7142154","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","8244139","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","8727779","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","9800420","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","11866039","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","14122777","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","15994408","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","14477740","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","14054331","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","15069955","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","15454356","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","17166486","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","16097624","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","16575333","E","Estimated value"
"QV","Value of Agricultural Production","152","Chile","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","18496975","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","465266912","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","503437183","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","563956053","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","653903521","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","811468248","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","833403697","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","927197275","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","1212824490","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1253168037","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","1304951174","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","1234423156","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","1275099343","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","1256952532","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","1183043790","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","1229726405","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","1581774303","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","1595278018","E","Estimated value"
"QV","Value of Agricultural Production","159","China","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","1550160088","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","99423","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","106485","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","114151","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","134892","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","129083","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","211389","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","142355","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","122367","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","163917","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","196472","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","235375","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2015","2015","1000 USD","262106","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2016","2016","1000 USD","304831","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2017","2017","1000 USD","221629","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2018","2018","1000 USD","219531","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2019","2019","1000 USD","445420","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2020","2020","1000 USD","529334","E","Estimated value"
"QV","Value of Agricultural Production","344","China, Hong Kong SAR","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2021","2021","1000 USD","398710","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2004","2004","1000 USD","465167488","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2005","2005","1000 USD","503330698","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2006","2006","1000 USD","563841902","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2007","2007","1000 USD","653768628","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2008","2008","1000 USD","811339164","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2009","2009","1000 USD","833192308","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2010","2010","1000 USD","927054920","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2011","2011","1000 USD","1212702123","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2012","2012","1000 USD","1253004120","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2013","2013","1000 USD","1304754702","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","F2051","Agriculture","2014","2014","1000 USD","1234187781","E","Estimated value"
